,tiempo
115,24.393367721884925
116,39.65919102468401
117,27.741207706792096
118,39.49391215666948
119,30.421449082053673
120,31.692969654392463
121,26.129139142820495
122,54.1567219313428
123,30.86089919056342
124,24.11270363585609
125,29.699865396402927
126,6.955026721294957
127,22.328390298215094
128,31.93682442546275
129,22.057658396603095
130,27.781630880364443
131,24.241823714535016
132,17.23366414428244
133,22.573055197060857
134,26.13776451201847
135,30.371602846169612
136,26.53972111501709
137,33.252222951386095
138,31.410293430133237
139,25.112326912776705
140,42.501659520346756
141,25.790221125068747
142,25.55355889152275
143,40.803361237412524
144,33.939795597547715
145,33.26331408425845
146,13.270349497010507
147,43.30319698836093
148,32.22198518508516
149,93.05159228152256
150,17.19812194504362
151,39.554633210354886
152,17.83441636978508
153,28.059568495225815
154,15.29432379964741
155,38.80245611853908
156,36.55837405747111
157,27.164595094097763
158,23.975469126288615
159,16.866667213977877
160,33.400705683793376
161,26.90759745112667
162,31.24125741732115
163,38.33963763566088
164,57.53646222078054
165,39.548588079879664
166,7.516170387387137
167,20.716150017882693
168,31.69027640706782
169,18.59211687248663
170,26.44012253043695
171,11.480999939324667
172,18.04069179907423
173,4.715293512959896
174,34.851617471923866
175,18.440952287945265
176,21.43910529267377
177,46.24034422352263
178,32.61779323539451
179,12.115879017297663
180,17.497018175331608
181,28.29471024465813
182,28.094938173891883
183,20.113407541588174
184,45.059243561243505
185,28.556112464778174
186,29.34028908507359
187,27.73349630593043
188,34.56784424997197
189,18.809792505422898
190,22.60818398566536
191,21.218140449466382
192,18.12788520532184
193,52.24084355387583
194,33.50312243884633
195,26.597287429137026
196,18.311372728796815
197,19.24523345799553
198,12.810175550653703
199,26.940344749041024
200,21.031534068041275
201,33.33929148330882
202,22.632805063775088
203,15.251631051676165
204,8.19864707730141
205,11.770010844729036
206,31.518017812378503
207,25.67971403974662
208,26.993430503025323
209,41.75763854596464
210,72.07787509993912
211,22.22753066043041
212,31.118151110828823
213,20.463866981710197
214,8.951178232980327
215,31.226901106572644
216,21.188413695875038
217,21.811732239991017
218,28.79946842826537
219,36.4167677623806
220,28.57003710954999
221,39.44971269125816
222,22.47630120703657
223,33.0740611061932
224,17.649692631471968
225,50.0482267359863
226,31.407681617921842
227,21.500849330954022
228,47.57044039346961
229,33.07499020199514
230,22.0133705306703
231,22.126118526007104
232,27.006005200987445
233,8.477295231751276
234,18.41552760034878
235,25.46182843132551
236,23.61631687884416
237,24.766319597583124
238,19.201644707390564
239,29.897184235746003
240,40.85051461252129
241,18.771295058262556
242,26.51050440844657
243,15.67386239747725
244,30.29364047148242
245,24.560083358971852
246,25.102631411348504
247,17.585752617205305
248,15.375123028523623
249,27.68791514989236
250,22.98708066924162
251,47.471816338343935
252,33.21673096943885
253,34.92914796903528
254,42.386338437946534
255,13.812162713511551
256,28.472343721551947
257,30.615080204600254
258,55.80250485358881
259,18.04726015230387
260,20.081645840636842
261,18.70905067884452
262,7.777539264230915
263,42.233014302963404
264,31.25674755723003
265,33.08997713070098
266,21.686218987072866
267,30.736860015785048
268,15.005826315101077
269,27.61735020995947
270,60.19812210064239
271,40.718912364786185
272,20.22167370556255
273,53.663648301060014
274,19.56867328651538
275,51.95498656626118
276,48.39028888448308
277,35.040051893894386
278,29.73890903005339
279,41.26303548338524
280,21.987454492157333
281,39.11576470684262
282,29.884707468849125
283,7.662624555010373
284,23.93138151828924
285,17.65683659772248
286,64.29476331759282
287,26.979233445198552
288,24.212243464342986
289,29.440947731175502
290,23.537985435649976
291,17.379467300997472
292,36.972231427335664
293,17.422116815943678
294,26.40883972292646
295,17.755442237531934
296,14.043828211363795
297,39.89761611805647
298,57.091619948493964
299,56.502869831866796
300,39.00456976143517
301,36.648077593752404
302,20.287397381087157
303,13.569943427959608
304,27.5826299935163
305,19.304703547842223
306,19.215751563283625
307,10.775804387519111
308,34.332815490634566
309,7.051156968113567
310,34.18592246598151
311,15.318760432768665
312,13.500280320752516
313,13.260341692577958
314,30.242993728394556
315,22.664232785492906
316,23.979570817701184
317,26.52678413902374
318,39.05486355993837
319,32.527781494680944
320,21.13477579795775
321,17.805680868637985
322,13.239704324091402
323,19.894585760177215
324,21.514582750276055
325,24.057692422096075
326,32.71732566508808
327,35.67173417978236
328,18.967109015926056
329,22.655345660366905
330,18.691340810880476
331,32.1075603934088
332,13.791819325342887
333,33.810569464082
334,34.97884546860207
335,32.57111879622115
336,19.51799909275095
337,21.608929569155695
338,25.899386356699463
339,20.109344424527077
340,19.507792531434806
341,18.49513436150035
342,24.957851450560515
343,12.244425731500334
344,37.60212618644931
345,13.43372006183246
346,28.361142642270696
347,21.59608963552858
348,25.536243978236712
349,53.56881084486685
350,30.220984024652452
351,8.781915300289064
352,26.352460177668867
353,24.59254503035638
354,27.42292215737743
355,33.355875598293906
356,22.61034837982985
357,17.038964325439387
358,22.823383468118767
359,50.144798159110785
360,17.95506783416799
361,43.31626288499987
362,28.19225905627007
363,24.466786489257103
364,41.30990929092538
365,24.951562012838412
366,34.766923754202075
367,24.98836441464759
368,41.00900638921968
369,30.480535849938097
370,32.41664204818726
371,23.179233412860945
372,34.39221466287862
373,28.038150691365246
374,20.679993605286985
375,17.886501069178063
376,35.249703878223514
377,56.394369167858144
378,21.623770900700272
379,26.622702828626068
380,37.50458187558968
381,28.48140392352555
382,48.195953495241355
383,26.446504944746813
384,37.6469425062905
385,41.46599503773765
386,33.24113415455869
387,20.027242552133682
388,29.141153500917603
389,23.653852540372124
390,14.288869781427396
391,24.248544573994117
392,21.517221339849847
393,41.95660673004054
394,13.910660463034507
395,51.01364966891563
396,22.500976752867448
397,21.779960732819514
398,8.417422899413012
399,17.369073534404198
400,26.065579906342144
401,44.525579655073145
402,17.067230537442608
403,47.81546475921346
404,41.64701105246817
405,24.583005314141584
406,22.990888778291264
407,19.663817578902687
408,26.84477073260675
409,11.480293103215402
410,7.586788200213892
411,26.39267960022894
412,15.525493066195605
413,21.085917770438545
414,20.569117097669302
415,19.460504617843178
416,15.492519088468013
417,7.048129164157557
418,16.647874736217027
419,28.177950726995658
420,57.203948112453325
421,70.43251657084319
422,22.838910925192536
423,20.473670525088163
424,28.72071722000224
425,26.697194970067446
426,71.18241644833158
427,13.58617995006296
428,35.41509094007366
429,21.764384486087636
430,19.147847488071704
431,31.120456390305492
432,20.875796453424996
433,29.118284970338035
434,28.30101420448412
435,22.666676632061176
436,27.060687535416942
437,20.211825824984057
438,32.020286677085195
439,25.139073244001835
440,23.9099317069898
441,38.56778050428064
442,42.64652823428056
443,11.762751391044896
444,19.479127852926805
445,22.923503894358003
446,32.99705970979695
447,65.1993530297791
448,54.24306415205062
449,41.46233930551046
450,22.646434082629046
451,72.4876500680989
452,21.322425757473013
453,15.622789343173839
454,49.29776109436659
455,18.515013412907077
456,31.341276289433186
457,12.461441592901627
458,29.141214332846435
459,39.8069465504381
460,19.527166454919527
461,24.447656861047292
462,23.82944220722333
463,32.40237746744382
464,20.872035823718072
465,18.191178160980623
466,26.41464255005803
467,19.804490261456994
468,36.480091639291466
469,16.69943441620474
470,26.56939689901747
471,48.42648659564257
472,31.481410657896674
473,42.06553582901763
474,44.04955543489127
475,32.52551541770539
476,31.545306616152704
477,56.890989785668026
478,82.30843873077707
479,24.05447961831211
480,15.068750630098018
481,22.199152245027395
482,17.657303818223376
483,25.49034211780684
484,16.913104288630915
485,28.811938538763304
486,23.271717262277804
487,41.27229285465402
488,59.061112545642125
489,29.1864194462143
490,20.902748025015107
491,28.081763137159847
492,39.07970500204562
493,25.185322619638644
494,29.071484856333605
495,19.94128210772671
496,26.05787452739049
497,25.000398150985323
498,19.19596701506418
499,28.15587422412068
500,22.792566110482046
501,27.03199041077441
502,26.528804697858966
503,33.74458597014906
504,22.28436692522532
505,43.67858483442462
506,40.809220136749296
507,9.498570464861093
508,22.73997689178178
509,21.787455754280707
510,14.300992510343686
511,24.549692304079038
512,32.213304829047
513,31.441129637542225
514,30.708835791733332
515,31.184960607160146
516,20.594462119928348
517,25.380122707301133
518,29.801805852008872
519,42.93047029777166
520,26.358086712324983
521,20.96545497119044
522,9.128805619233093
523,31.548476092992047
524,6.86529083027448
525,26.395088221350374
526,27.426982383956727
527,43.37665593280579
528,11.735554771859785
529,23.4581044312083
530,9.646696800772126
531,25.262832236532812
532,27.851341974757986
533,21.396879484284952
534,16.538262454825976
535,15.147270350298212
536,27.01668865465125
537,32.70936909460934
538,32.47412136283346
539,48.19841485077753
540,5.301220471680154
541,29.828461327083758
542,27.365616347274848
543,27.002457396257366
544,55.24117271128291
545,8.662219490839723
546,30.59212410425604
547,36.8732693622374
548,28.94785299594238
549,21.63256024870677
550,34.34654937760653
551,14.952427698754136
552,25.6087586914624
553,25.64882230165149
554,32.98684800554075
555,14.68352217603461
556,16.793928517848727
557,27.834384531308963
558,28.655413566434273
559,39.45581288379969
560,27.257066422030068
561,17.60216820655771
562,61.7066581216546
563,40.01638494934217
564,27.18971592086828
565,45.506586732194194
566,27.065255922808873
567,43.94945819781967
568,32.421655393814234
569,55.88838637861873
570,43.402905234989476
571,11.513793922125044
572,18.086280049010693
573,23.51788414776391
574,47.08119000259064
575,22.746444158911466
576,16.93317308631623
577,41.24439362902355
578,26.250967879594537
579,42.476014278018305
580,16.68929941064121
581,30.31751362566332
582,26.39125885801908
583,15.67124630520253
584,30.6616342833712
585,18.77154261593901
586,13.306837247847945
587,12.890185634136323
588,11.758206068546777
589,40.55590086283431
590,33.934825906142144
591,42.121822371680096
592,35.230134050520256
593,27.982501919584987
594,19.15312686529857
595,90.24728949719855
596,21.75718461427921
597,22.198069509475943
598,21.362257603679375
599,57.826302487888796
600,18.056386451838108
601,20.189208224526254
602,31.535948050781464
603,12.161810462417977
604,26.921129193871682
605,26.27889742420617
606,19.813182651697836
607,20.036240666192704
608,26.988380968606094
609,23.09076470200483
610,25.119428020624145
611,23.0879360965277
612,55.342564478819405
613,18.366900470883166
614,15.051817277490315
615,20.99293374626366
616,26.784583786471174
617,29.818960342203138
618,21.37613877327289
619,99.71601131189092
620,21.05719557661294
621,29.998739362842894
622,29.565326030516733
623,33.84589150257757
624,60.556261755461534
625,39.30703434918745
626,33.19126266738534
627,34.10742920488967
628,24.91560369497135
629,18.782593060276017
630,15.28994941145622
631,22.122992847441726
632,23.947033310537023
633,27.01228942885574
634,33.00647364440078
635,53.50382372308599
636,15.202908173297262
637,13.89733732509517
638,27.467319622263823
639,30.458417680058627
640,38.681228512775306
641,46.922244251752815
642,63.00452642026699
643,21.382265760364483
644,23.80184306192868
645,15.782652526864203
646,32.608517523954
647,27.964519707153322
648,41.04780306274941
649,16.271173188868367
650,26.192963668255018
651,27.37361319633908
652,18.6070979168169
653,18.837741185675494
654,38.03958141819131
655,16.767802897648775
656,26.26391735847698
657,14.899119734400736
658,28.167849623004347
659,60.07620214122787
660,23.304313462176186
661,36.74429450250508
662,19.539353495027637
663,21.196019739465033
664,26.450216627798756
665,26.01948487721066
666,29.835824772900967
667,23.21303785916571
668,32.80602704560952
669,30.360492581586755
670,25.091121519073525
671,26.195949385064136
672,29.23971362369552
673,14.306057001093793
674,35.291638919631694
675,28.91164780261493
676,35.10079341823559
677,26.907075264218648
678,14.938699787464328
679,23.84214257134599
680,25.869089539530275
681,20.74621194685259
682,8.361284187629579
683,34.09169266609717
684,16.323871442661396
685,29.449585093316387
686,33.15061692202107
687,27.292795388230676
688,53.520933874840814
689,14.511532965078416
690,41.92558555667515
691,11.794137931207299
692,26.892261525922855
693,23.1701831053556
694,25.308377889384154
695,22.528952966215545
696,20.960973893609413
697,4.910416878957099
698,26.061389338589873
699,36.19611660439293
700,23.150875578122676
701,21.064552857435647
702,14.482945433812526
703,14.744927333857445
704,21.434081934591205
705,18.70450611227485
706,21.411966961851313
707,11.396648237887623
708,13.461124265821498
709,36.139574108876964
710,17.790807351049263
711,28.0331449471433
712,35.618421874395885
713,27.23007151484101
714,19.22669346933556
715,19.286158194388964
716,25.54517178666685
717,28.0588896654298
718,20.868176828083307
719,35.94222730861913
720,34.21770349092668
721,47.64969192699208
722,9.728732640246601
723,40.09950831346883
724,23.304190848770343
725,40.349075572577235
726,27.92006812968935
727,66.49645566525825
728,34.29703070047316
729,24.42445932651431
730,27.03404041805379
731,24.48262444924414
732,22.640001809845014
733,20.99941322534458
734,25.189470771867786
735,32.39653805166425
736,21.821213901336396
737,24.978726795057373
738,18.78960625283272
739,20.343992109157142
740,13.277372413868656
741,54.30173765781859
742,2.309729781775615
743,20.024855375180174
744,30.934559191668676
745,13.871480725080517
746,39.86421654208944
747,31.857409746183606
748,55.71908891233462
749,27.50528716723065
750,20.381763685577745
751,27.301142865956567
752,46.15453673133699
753,23.871222159181045
754,20.189754646771313
755,38.887889640014485
756,23.733372311314763
757,2.5213932520386315
758,20.536136980027184
759,19.29882605235912
760,38.81566604853009
761,25.327134160514582
762,26.280184341756197
763,19.52138246627377
764,40.57094948749227
765,49.85579260311474
766,75.5454739612448
767,24.01948457930193
768,53.856642623015425
769,36.75909981243629
770,30.819745759581846
771,20.588066759508056
772,22.462879921472446
773,18.06916632929882
774,43.00552495236695
775,20.47240328163315
776,24.902489198690873
777,27.06939632476749
778,36.37476975731349
779,34.04309938594068
780,17.026269154016415
781,22.215202803822304
782,38.783636792570825
783,37.80036053443682
784,16.91279180892808
785,20.04226205261895
786,22.017408829934194
787,16.094822163262904
788,25.729712594989127
789,17.01045861276909
790,29.275975020366083
791,20.606147127098737
792,29.176065390119017
793,12.619664389360095
794,58.29657707399743
795,46.90970004659732
796,24.17205080347304
797,20.096692242708283
798,21.088876248488525
799,27.17097722774662
800,7.353178511021297
801,29.119234485749175
802,22.766030708784
803,23.157688916004037
804,35.79666455842147
805,33.57183485550176
806,50.307576827634165
807,21.101465408910332
808,40.198461666820094
809,34.05802358850415
810,23.677131602920813
811,26.641871105492108
812,22.170966529175278
813,38.84626561591274
814,14.40145123051226
815,21.73468588315393
816,15.745821513451544
817,24.452344491112584
818,35.093910603871535
819,27.344594236487456
820,26.287750244353234
821,-1.0978781963375126
822,22.767725059611735
823,13.80043990720987
824,19.794912588196247
825,47.65118472900549
826,19.85678777981303
827,36.7380686231238
828,36.4402722215841
829,18.441005958138778
830,31.29011258006412
831,14.05508126164657
832,30.771128998191553
833,28.61468310707802
834,33.211050286353526
835,30.360355632620927
836,40.95940882730181
837,14.447929036129796
838,21.0535931210946
839,33.74124573978494
840,24.700093740208757
841,18.685464294422083
842,14.872430246115096
843,36.94970945363656
844,28.36170986466192
845,39.194242804822245
846,34.390950058458365
847,25.652329093781738
848,23.02192620613938
849,26.6524001504471
850,41.580236844242336
851,31.485449670864668
852,4.41208766212924
853,33.15128800493721
854,41.5874674224323
855,32.89724536342404
856,20.139474455656096
857,27.386249960000406
858,15.276204730487358
859,21.804370713469797
860,48.277845714157
861,44.46132019724308
862,20.066195277261468
863,21.794066252407255
864,27.823818086584982
865,53.68062716494067
866,17.082171899424687
867,20.649043419555955
868,36.35777032142637
869,25.963365103831148
870,41.24303874347604
871,17.950787005659844
872,29.117499075386768
873,20.85860016356423
874,22.03851287693911
875,22.893413039196695
876,23.590396141704055
877,23.864586078130966
878,43.6441150218142
879,31.752489692084744
880,33.580963496285605
881,20.716113805993913
882,28.035340547890982
883,35.788747358564315
884,35.87528194852425
885,22.478108761717106
886,34.22459773643263
887,33.64536795780214
888,15.627211758624533
889,38.26832294556296
890,25.413100075245218
891,27.117542785570325
892,28.037970685394654
893,26.187742543005246
894,27.030193274646102
895,26.47726845203372
896,39.62294019234303
897,29.209926341975955
898,25.02414353603032
899,26.523672097557597
900,36.16513844027551
901,24.359140742693658
902,22.6187963594296
903,15.203128675526637
904,38.72920153186218
905,43.55983446785931
906,17.004935586289683
907,17.74706784022368
908,16.51543971569392
909,13.66280972364109
910,41.786482203212366
911,13.964317742920574
912,62.05009084189327
913,14.91929517681268
914,40.51032125607143
915,27.69344020250238
916,23.72399444635712
917,23.68084325729103
918,32.35515441537069
919,22.749781256574103
920,31.54235865200669
921,29.835029572507263
922,29.276709289743366
923,39.44530472464551
924,26.28895963974199
925,34.62857968855631
926,32.279875046750504
927,10.686349733370779
928,33.82625455403779
929,20.121797580430194
930,41.05129994352505
931,11.515841211627603
932,23.643019298553373
933,15.588717328650885
934,28.1385077664148
935,36.2324760380422
936,19.664602331283152
937,18.41330819177048
938,18.674693894652737
939,35.75189663869177
940,16.259067188750098
941,20.088278514491535
942,12.892796195163834
943,33.534846683266075
944,22.92555923534046
945,20.829069465022066
946,34.07642211335902
947,23.91671361684489
948,31.59885778749493
949,33.99414014273763
950,18.71471479193103
951,57.072472498649375
952,19.256855025501423
953,21.18268209459159
954,16.390282556736143
955,20.80276492688066
956,26.11772824084768
957,24.372963432113156
958,37.72667167207407
959,42.272953883617475
960,20.073485206363955
961,30.94954208762421
962,16.113885817915666
963,26.62314795009297
964,20.779869961224264
965,23.785886890573586
966,24.735049580516975
967,31.597092368828008
968,12.134132937948227
969,38.53448606286929
970,34.06214808153363
971,18.47852851075774
972,45.82046572167767
973,27.695330674380305
974,98.70141372601712
975,20.370900083685562
976,27.32544377923471
977,22.127370285097832
978,23.182142881087223
979,29.89199514105554
980,41.81768173028572
981,35.61718461536354
982,33.49212802352833
983,25.082774674696786
984,43.047666845127665
985,27.634221956215345
986,38.021071345224115
987,37.981713435819465
988,19.629986985861898
989,33.98708831023505
990,6.183730846953306
991,24.432784565099027
992,21.54820230951882
993,25.858498595522512
994,32.679634494415886
995,13.239116942292712
996,26.22219813064465
997,46.40291889457351
998,19.548675861115726
999,34.05409825447375
1000,30.014927444597827
1001,5.627667009105919
1002,26.67344055587311
1003,32.42043484938556
1004,11.763530606868507
1005,38.03765337879825
1006,27.052773422804858
1007,9.98745217950685
1008,19.628415432380454
1009,49.569811268961146
1010,28.048665169391576
1011,15.333239672222314
1012,20.975014632763944
1013,29.866409651495687
1014,7.761261822322459
1015,24.030886993612025
1016,27.598417148505362
1017,18.14758273215815
1018,28.02656218473207
1019,35.55873106804555
1020,19.512983004842397
1021,27.420523167386996
1022,27.740343792605703
1023,48.653366565972284
1024,34.74391032872625
1025,36.76209412112709
1026,24.7845947734164
1027,21.25007992979118
1028,84.29979120939984
1029,17.620877548141472
1030,26.387583294269607
1031,14.209319650880984
1032,47.73025055970929
1033,53.13272443966521
1034,30.946728836519
1035,19.977142108009783
1036,18.011789035554184
1037,18.085386231438765
1038,16.589579188100416
1039,28.34099498174678
1040,18.299098827647963
1041,24.02160067683139
1042,28.236811720490827
1043,33.913968518230796
1044,8.782107169636902
1045,27.59160880125401
1046,29.19082591684825
1047,38.685517815157944
1048,26.79482620857155
1049,54.97734050962151
1050,22.074768431909778
1051,9.14596654510223
1052,25.423846043961685
1053,20.862156860595142
1054,37.13101878262208
1055,18.922353443936142
1056,23.34075544051424
1057,34.614668220257435
1058,34.36044068003865
1059,24.598399407504434
1060,34.72801682983032
1061,23.955165237142904
1062,7.167827480682144
1063,4.465457497118787
1064,28.589616823418382
1065,15.830985769117255
1066,13.899341188607922
1067,52.87082288114024
1068,35.52853116458176
1069,20.117086485194232
1070,2.2612722722613685
1071,49.227791829893214
1072,21.44174777927795
1073,20.264440013536877
1074,33.256543586393086
1075,16.69809347798111
1076,18.902129326617185
1077,58.207615673592976
1078,28.67670364949321
1079,27.045139650041097
1080,21.156581636088145
1081,35.31149954839919
1082,20.032283154913724
1083,54.081418903240774
1084,37.99062310172491
1085,28.60620705564502
1086,11.355923388449712
1087,33.80666767573323
1088,40.200709261391786
1089,26.943333639166106
1090,25.639074732086225
1091,16.576943673497563
1092,33.52824068860812
1093,39.50642713870147
1094,15.362706925858722
1095,35.96679035213782
1096,7.515838961558924
1097,56.316661794430445
1098,28.210302182122525
1099,27.434993489723702
1100,21.104535642926006
1101,43.76206096606529
1102,17.859829626116742
1103,37.41130313319076
1104,65.20698008403222
1105,34.94257935979095
1106,24.68723460878173
1107,11.246916169211907
1108,23.91943815514182
1109,26.574262263192637
1110,17.110542979246272
1111,24.848151974866568
1112,23.247973146217547
1113,18.553416665062482
1114,23.034842035075545
1115,21.81477469559573
1116,27.560108470047272
1117,9.0323048650771
1118,41.05340415588186
1119,35.52535646899682
1120,27.645120053113086
1121,39.6277992854787
1122,54.45736736849006
1123,15.467951054243738
1124,26.515053300579588
1125,91.42252586615082
1126,68.32782760439481
1127,30.83974485701775
1128,15.373661573059316
1129,29.724125767077823
1130,5.117176653956423
1131,19.013447899786815
1132,52.12703021081686
1133,22.457623438004923
1134,28.607743100193684
1135,20.51752371549433
1136,48.713174896223975
1137,35.055972142421076
1138,24.10509195626551
1139,36.10343032486215
1140,14.667804219104573
1141,23.780990706287415
1142,20.345982034716723
1143,29.70993601489571
1144,17.103580275479437
1145,23.182315644556386
1146,20.773815741578698
1147,27.1103909205869
1148,23.430218044414012
1149,30.321234078134204
1150,12.587106572402904
1151,27.73982503529897
1152,18.635358338172516
1153,20.440622211773125
1154,36.60707224500859
1155,48.4372671191164
1156,22.733601118464254
1157,36.6994962780009
1158,15.313620142109096
1159,29.95891676843096
1160,30.84666541587077
1161,18.396237410151084
1162,26.704051093692687
1163,40.5755952150845
1164,15.88770625263802
1165,7.17200098917464
1166,28.265027421138928
1167,27.02781911561173
1168,36.94013798695858
1169,46.01596129670026
1170,22.057749708056246
1171,23.22134370848752
1172,26.816933115088002
1173,29.198932121948324
1174,65.50243673179277
1175,33.117388253151
1176,26.938685093984294
1177,21.585732545005417
1178,47.20515916659968
1179,18.15120404020566
1180,31.472242903618803
1181,46.53211939188645
1182,30.296265158878487
1183,25.19674872458304
1184,21.74584857934839
1185,23.14309967369836
1186,31.871613707454067
1187,32.39593468144244
1188,45.45899707600286
1189,39.8892753627537
1190,38.22179375731196
1191,44.74587580146281
1192,21.355632940694587
1193,24.386897936907047
1194,22.65485103576162
1195,28.374920393272692
1196,31.988243638998544
1197,21.782274395634584
1198,5.574872208166186
1199,27.623771233790556
1200,19.74992710136771
1201,48.48000980666488
1202,43.76890340712235
1203,38.48390984734723
1204,29.33487325034195
1205,20.36306424875355
1206,29.175537641716275
1207,35.36596948614615
1208,16.59427224657498
1209,34.31184348354448
1210,12.799832052137939
1211,34.83239617970651
1212,35.671493135235465
1213,10.288337106783688
1214,28.001903679769843
1215,26.86653952737108
1216,19.410801623683927
1217,17.225593546459397
1218,33.723456069969615
1219,27.59583887884625
1220,64.1671198698324
1221,63.34121305291575
1222,79.30641437366404
1223,18.372196372336628
1224,49.20772222649338
1225,20.1348053263763
1226,24.811728472175183
1227,33.629039764461666
1228,20.724349708929427
1229,29.355623185763783
1230,18.5630066156274
1231,17.214664491687763
1232,14.351362950289078
1233,23.279640734192935
1234,3.0057842582926657
1235,22.935220101418153
1236,31.7441621256321
1237,24.09098413629055
1238,14.081296959622392
1239,10.59251432115647
1240,21.352133620331045
1241,20.505218431230876
1242,55.78056822091501
1243,18.536334741075276
1244,35.003116612515555
1245,25.997168187027818
1246,25.809965770902423
1247,27.740704612499222
1248,54.60280930318809
1249,23.957202195386586
1250,33.770499575525484
1251,24.87459681062473
1252,20.516862484159606
1253,50.43197953790863
1254,29.344325823746594
1255,14.220324809785938
1256,23.872609313734536
1257,33.88301132410383
1258,31.154202600220867
1259,40.493007789374296
1260,17.915354145855044
1261,32.78103910242349
1262,23.789523019021825
1263,26.740359370744113
1264,48.55746828021266
1265,61.020465676644726
1266,40.06040759765977
1267,23.356967263756943
1268,40.00047862818153
1269,29.62410997896373
1270,24.729290249723185
1271,12.446878469029684
1272,35.51506733934944
1273,25.31873264211014
1274,35.01670511743183
1275,34.12835698383658
1276,35.31964698383711
1277,19.658939227888872
1278,35.67224044249973
1279,25.46127057484228
1280,25.164334777995848
1281,31.96590886089722
1282,7.867775491618323
1283,15.233847518532166
1284,21.933062663138585
1285,64.74671021926808
1286,19.498477063938985
1287,22.41238500119368
1288,14.282377966216021
1289,19.182666249875552
1290,21.394542079611806
1291,49.35524374812716
1292,35.425397680948144
1293,21.86178497544686
1294,8.811483822292347
1295,40.29490829205912
1296,29.618201347687794
1297,18.160100227466003
1298,84.37120523969216
1299,16.138583794290938
1300,38.735273503991905
1301,20.573987728333826
1302,24.640804637127854
1303,34.552881005737326
1304,31.06721914257973
1305,46.00024000162455
1306,29.06131308474162
1307,16.825324944061393
1308,39.801105269745655
1309,34.86957940968284
1310,34.115825375897636
1311,13.491040777500746
1312,26.827621565239518
1313,18.81483757318108
1314,33.46381597388578
1315,35.90891133046788
1316,40.75518335018933
1317,53.975817622520545
1318,31.886568229673475
1319,79.24196399860044
1320,26.85913139385267
1321,12.4294279731872
1322,4.446469292499566
1323,26.155725713212174
1324,35.35230477251596
1325,37.44798216665575
1326,52.785452040307106
1327,13.088055130542749
1328,12.344248676990237
1329,45.502999447068525
1330,23.855474288223913
1331,28.578101123123595
1332,61.55630086764116
1333,27.48964583755879
1334,29.684154004423302
1335,24.532555956869107
1336,34.28830582399839
1337,28.80161056497445
1338,17.927616994728506
1339,19.52908812972541
1340,20.68747278720012
1341,27.1490724598769
1342,30.474679198399198
1343,50.02205972996719
1344,33.9754919090012
1345,36.37235291626049
1346,18.899368172902232
1347,25.044881986121055
1348,24.122724096939947
1349,31.690586047877574
1350,22.481739270668214
1351,22.966824117215133
1352,23.212416292330943
1353,34.63535509721678
1354,27.31194724410999
1355,13.228795479797434
1356,15.586401219756931
1357,24.663537111463395
1358,38.27955965495649
1359,33.23202904995938
1360,31.17975063755844
1361,32.97626686977355
